,month,bedrooms,number_of_reviews,review_scores_rating,neighborhood,num_comp,occ%,avg_price,neighborhood2
30107,2,2,123,92,Noho,12,31.03,256,53
30108,3,2,123,92,Noho,12,25.81,275,53
30109,4,2,123,92,Noho,12,83.33,450,53
30110,5,2,123,92,Noho,12,67.74,450,53
30111,6,2,123,92,Noho,12,100.0,450,53
30112,7,2,123,92,Noho,12,100.0,450,53
30113,8,2,123,92,Noho,12,41.94,350,53
30114,9,2,123,92,Noho,12,13.33,450,53
30115,10,2,123,92,Noho,12,96.77,375,53
30116,11,2,123,92,Noho,12,100.0,362,53
30117,12,2,123,92,Noho,12,100.0,362,53
30118,1,2,49,94,Yorkville,12,12.9,300,73
30119,2,2,49,94,Yorkville,12,6.9,300,73
30120,3,2,49,94,Yorkville,12,16.13,300,73
30121,4,2,49,94,Yorkville,12,100.0,300,73
30122,5,2,49,94,Yorkville,12,77.42,300,73
30123,6,2,49,94,Yorkville,12,100.0,300,73
30124,7,2,49,94,Yorkville,12,100.0,300,73
30125,8,2,49,94,Yorkville,12,64.52,300,73
30126,9,2,49,94,Yorkville,12,76.67,300,73
30127,10,2,49,94,Yorkville,12,87.1,300,73
30128,11,2,49,94,Yorkville,12,40.0,300,73
30129,12,2,49,94,Yorkville,12,36.67,300,73
30130,1,2,8,95,Crown Heights,60,22.58,125,19
30131,2,2,8,95,Crown Heights,60,62.07,125,19
30132,3,2,8,95,Crown Heights,60,35.48,125,19
30133,4,2,8,95,Crown Heights,60,100.0,150,19
30134,5,2,8,95,Crown Heights,60,96.77,150,19
30135,6,2,8,95,Crown Heights,60,83.33,150,19
30136,7,2,8,95,Crown Heights,60,77.42,150,19
30137,8,2,8,95,Crown Heights,60,6.45,146,19
30138,9,2,8,95,Crown Heights,60,46.67,150,19
30139,10,2,8,95,Crown Heights,60,61.29,125,19
30140,11,2,8,95,Crown Heights,60,30.0,125,19
30141,12,2,8,95,Crown Heights,60,-3.33,125,19
30142,1,2,46,99,Crown Heights,60,6.67,130,19
30143,2,2,46,99,Crown Heights,60,41.38,165,19
30144,3,2,46,99,Crown Heights,60,45.16,215,19
30145,4,2,46,99,Crown Heights,60,100.0,213,19
30146,5,2,46,99,Crown Heights,60,80.65,255,19
30147,6,2,46,99,Crown Heights,60,93.33,213,19
30148,7,2,46,99,Crown Heights,60,51.61,213,19
30149,8,2,46,99,Crown Heights,60,41.94,149,19
30150,9,2,46,99,Crown Heights,60,83.33,213,19
30151,10,2,46,99,Crown Heights,60,96.77,255,19
30152,11,2,46,99,Crown Heights,60,80.0,255,19
30153,12,2,46,99,Crown Heights,60,29.03,225,19
30154,1,2,38,90,Crown Heights,60,12.9,105,19
30155,2,2,38,90,Crown Heights,60,41.38,106,19
30156,3,2,38,90,Crown Heights,60,35.48,121,19
30157,4,2,38,90,Crown Heights,60,6.67,200,19
30158,5,2,38,90,Crown Heights,60,67.74,225,19
30159,6,2,38,90,Crown Heights,60,56.67,200,19
30160,7,2,38,90,Crown Heights,60,64.52,151,19
30161,8,2,38,90,Crown Heights,60,12.9,136,19
30162,9,2,38,90,Crown Heights,60,16.67,151,19
30163,10,2,38,90,Crown Heights,60,83.87,125,19
30164,11,2,38,90,Crown Heights,60,40.0,125,19
30165,12,2,38,90,Crown Heights,60,70.0,125,19
30166,1,2,59,93,Crown Heights,60,56.67,110,19
30167,2,2,59,93,Crown Heights,60,79.31,125,19
30168,3,2,59,93,Crown Heights,60,64.52,125,19
30169,4,2,59,93,Crown Heights,60,86.67,150,19
30170,5,2,59,93,Crown Heights,60,93.55,150,19
30171,6,2,59,93,Crown Heights,60,90.0,150,19
30172,7,2,59,93,Crown Heights,60,90.32,150,19
30173,8,2,59,93,Crown Heights,60,87.1,150,19
30174,9,2,59,93,Crown Heights,60,83.33,150,19
30175,10,2,59,93,Crown Heights,60,80.65,150,19
30176,11,2,59,93,Crown Heights,60,36.67,150,19
30177,12,2,59,93,Crown Heights,60,32.26,150,19
30178,1,2,5,95,Crown Heights,60,20.0,180,19
30179,2,2,5,95,Crown Heights,60,6.9,185,19
30180,3,2,5,95,Crown Heights,60,83.87,180,19
30181,4,2,5,95,Crown Heights,60,66.67,180,19
30182,5,2,5,95,Crown Heights,60,64.52,180,19
30183,6,2,5,95,Crown Heights,60,80.0,180,19
30184,7,2,5,95,Crown Heights,60,77.42,180,19
30185,8,2,5,95,Crown Heights,60,19.35,180,19
30186,9,2,5,95,Crown Heights,60,0.0,192,19
30187,10,2,5,95,Crown Heights,60,100.0,180,19
30188,11,2,5,95,Crown Heights,60,100.0,180,19
30189,12,2,5,95,Crown Heights,60,9.68,180,19
30190,1,2,12,87,Gowanus,12,83.33,145,33
30191,2,2,12,87,Gowanus,12,65.52,145,33
30192,3,2,12,87,Gowanus,12,90.32,145,33
30193,4,2,12,87,Gowanus,12,76.67,145,33
30194,5,2,12,87,Gowanus,12,96.77,145,33
30195,6,2,12,87,Gowanus,12,100.0,145,33
30196,7,2,12,87,Gowanus,12,58.06,145,33
30197,8,2,12,87,Gowanus,12,38.71,145,33
30198,9,2,12,87,Gowanus,12,86.67,145,33
30199,10,2,12,87,Gowanus,12,93.55,145,33
30200,11,2,12,87,Gowanus,12,76.67,145,33
30201,12,2,12,87,Gowanus,12,70.97,145,33
30202,1,2,116,82,Upper East Side,24,13.33,145,66
30203,2,2,116,82,Upper East Side,24,72.41,185,66
30204,3,2,116,82,Upper East Side,24,41.94,142,66
30205,4,2,116,82,Upper East Side,24,53.33,86,66
30206,5,2,116,82,Upper East Side,24,61.29,193,66
30207,6,2,116,82,Upper East Side,24,96.67,185,66
30208,7,2,116,82,Upper East Side,24,96.77,190,66
30209,8,2,116,82,Upper East Side,24,83.87,190,66
30210,9,2,116,82,Upper East Side,24,96.67,190,66
30211,10,2,116,82,Upper East Side,24,100.0,190,66
30212,11,2,116,82,Upper East Side,24,46.67,184,66
30213,12,2,116,82,Upper East Side,24,61.29,190,66
30214,1,2,51,96,Upper East Side,24,23.33,250,66
30215,2,2,51,96,Upper East Side,24,3.45,250,66
30216,3,2,51,96,Upper East Side,24,9.68,325,66
30217,4,2,51,96,Upper East Side,24,93.33,362,66
30218,5,2,51,96,Upper East Side,24,77.42,550,66
30219,6,2,51,96,Upper East Side,24,40.0,400,66
30220,7,2,51,96,Upper East Side,24,41.94,200,66
30221,8,2,51,96,Upper East Side,24,19.35,500,66
30222,9,2,51,96,Upper East Side,24,100.0,362,66
30223,10,2,51,96,Upper East Side,24,83.87,550,66
30224,11,2,51,96,Upper East Side,24,0.0,520,66
30225,12,2,51,96,Upper East Side,24,0.0,561,66
30226,1,2,50,85,Gramercy Park,60,6.67,190,34
30227,2,2,50,85,Gramercy Park,60,6.9,186,34
30228,3,2,50,85,Gramercy Park,60,0.0,250,34
30229,4,2,50,85,Gramercy Park,60,96.67,260,34
30230,5,2,50,85,Gramercy Park,60,96.77,260,34
30231,6,2,50,85,Gramercy Park,60,100.0,260,34
30232,7,2,50,85,Gramercy Park,60,100.0,260,34
30233,8,2,50,85,Gramercy Park,60,87.1,260,34
30234,9,2,50,85,Gramercy Park,60,70.0,260,34
30235,10,2,50,85,Gramercy Park,60,74.19,240,34
30236,11,2,50,85,Gramercy Park,60,46.67,235,34
30237,12,2,50,85,Gramercy Park,60,100.0,240,34
30238,1,2,26,78,Gramercy Park,60,29.03,195,34
30239,2,2,26,78,Gramercy Park,60,10.34,185,34
30240,3,2,26,78,Gramercy Park,60,45.16,180,34
30241,4,2,26,78,Gramercy Park,60,83.33,205,34
30242,5,2,26,78,Gramercy Park,60,83.87,205,34
30243,6,2,26,78,Gramercy Park,60,100.0,205,34
30244,7,2,26,78,Gramercy Park,60,90.32,205,34
30245,8,2,26,78,Gramercy Park,60,100.0,205,34
30246,9,2,26,78,Gramercy Park,60,100.0,205,34
30247,10,2,26,78,Gramercy Park,60,83.87,225,34
30248,11,2,26,78,Gramercy Park,60,33.33,225,34
30249,12,2,26,78,Gramercy Park,60,80.0,225,34
30250,1,2,56,87,Gramercy Park,60,36.67,220,34
30251,2,2,56,87,Gramercy Park,60,79.31,450,34
30252,3,2,56,87,Gramercy Park,60,45.16,325,34
30253,4,2,56,87,Gramercy Park,60,76.67,425,34
30254,5,2,56,87,Gramercy Park,60,100.0,375,34
30255,6,2,56,87,Gramercy Park,60,93.33,425,34
30256,7,2,56,87,Gramercy Park,60,90.32,425,34
30257,8,2,56,87,Gramercy Park,60,64.52,425,34
30258,9,2,56,87,Gramercy Park,60,83.33,425,34
30259,10,2,56,87,Gramercy Park,60,83.87,395,34
30260,11,2,56,87,Gramercy Park,60,73.33,395,34
30261,12,2,56,87,Gramercy Park,60,87.1,395,34
30262,1,2,28,87,Gramercy Park,60,90.32,350,34
30263,2,2,28,87,Gramercy Park,60,79.31,375,34
30264,3,2,28,87,Gramercy Park,60,77.42,375,34
30265,4,2,28,87,Gramercy Park,60,90.0,375,34
30266,5,2,28,87,Gramercy Park,60,87.1,350,34
30267,6,2,28,87,Gramercy Park,60,90.0,315,34
30268,7,2,28,87,Gramercy Park,60,83.87,385,34
30269,8,2,28,87,Gramercy Park,60,70.97,385,34
30270,9,2,28,87,Gramercy Park,60,80.0,385,34
30271,10,2,28,87,Gramercy Park,60,83.87,385,34
30272,11,2,28,87,Gramercy Park,60,33.33,365,34
30273,12,2,28,87,Gramercy Park,60,43.33,385,34
30274,1,2,10,93,Gramercy Park,60,20.0,225,34
30275,2,2,10,93,Gramercy Park,60,3.45,207,34
30276,3,2,10,93,Gramercy Park,60,0.0,204,34
30277,4,2,10,93,Gramercy Park,60,56.67,245,34
30278,5,2,10,93,Gramercy Park,60,80.65,240,34
30279,6,2,10,93,Gramercy Park,60,96.67,240,34
30280,7,2,10,93,Gramercy Park,60,100.0,245,34
30281,8,2,10,93,Gramercy Park,60,38.71,240,34
30282,9,2,10,93,Gramercy Park,60,13.33,240,34
30283,10,2,10,93,Gramercy Park,60,61.29,245,34
30284,11,2,10,93,Gramercy Park,60,13.33,245,34
30285,12,2,10,93,Gramercy Park,60,0.0,244,34
30286,1,2,52,87,Alphabet City,12,3.33,149,0
30287,2,2,52,87,Alphabet City,12,65.52,249,0
30288,3,2,52,87,Alphabet City,12,64.52,249,0
30289,4,2,52,87,Alphabet City,12,80.0,249,0
30290,5,2,52,87,Alphabet City,12,100.0,249,0
30291,6,2,52,87,Alphabet City,12,80.0,249,0
30292,7,2,52,87,Alphabet City,12,61.29,249,0
30293,8,2,52,87,Alphabet City,12,87.1,249,0
30294,9,2,52,87,Alphabet City,12,60.0,249,0
30295,10,2,52,87,Alphabet City,12,83.87,249,0
30296,11,2,52,87,Alphabet City,12,46.67,249,0
30297,12,2,52,87,Alphabet City,12,25.81,249,0
30298,1,2,103,87,Prospect Heights,24,0.0,128,57
30299,2,2,103,87,Prospect Heights,24,27.59,120,57
30300,3,2,103,87,Prospect Heights,24,38.71,120,57
30301,4,2,103,87,Prospect Heights,24,90.0,135,57
30302,5,2,103,87,Prospect Heights,24,87.1,120,57
30303,6,2,103,87,Prospect Heights,24,76.67,120,57
30304,7,2,103,87,Prospect Heights,24,96.77,135,57
30305,8,2,103,87,Prospect Heights,24,93.55,135,57
30306,9,2,103,87,Prospect Heights,24,56.67,135,57
30307,10,2,103,87,Prospect Heights,24,87.1,120,57
30308,11,2,103,87,Prospect Heights,24,53.33,120,57
30309,12,2,103,87,Prospect Heights,24,51.61,120,57
30310,1,2,14,97,Prospect Heights,24,6.67,245,57
30311,2,2,14,97,Prospect Heights,24,24.14,245,57
30312,3,2,14,97,Prospect Heights,24,32.26,245,57
30313,4,2,14,97,Prospect Heights,24,100.0,275,57
30314,5,2,14,97,Prospect Heights,24,100.0,275,57
30315,6,2,14,97,Prospect Heights,24,100.0,275,57
30316,7,2,14,97,Prospect Heights,24,100.0,275,57
30317,8,2,14,97,Prospect Heights,24,100.0,275,57
30318,9,2,14,97,Prospect Heights,24,100.0,275,57
30319,10,2,14,97,Prospect Heights,24,100.0,275,57
30320,11,2,14,97,Prospect Heights,24,100.0,275,57
30321,12,2,14,97,Prospect Heights,24,54.84,275,57
30322,1,2,59,88,Chinatown,24,0.0,204,14
30323,2,2,59,88,Chinatown,24,27.59,101,14
30324,3,2,59,88,Chinatown,24,19.35,150,14
30325,4,2,59,88,Chinatown,24,66.67,237,14
30326,5,2,59,88,Chinatown,24,74.19,225,14
30327,6,2,59,88,Chinatown,24,90.0,175,14
30328,7,2,59,88,Chinatown,24,67.74,175,14
30329,8,2,59,88,Chinatown,24,64.52,175,14
30330,9,2,59,88,Chinatown,24,100.0,170,14
30331,10,2,59,88,Chinatown,24,77.42,165,14
30332,11,2,59,88,Chinatown,24,20.0,165,14
30333,12,2,59,88,Chinatown,24,96.77,165,14
30334,1,2,44,97,Chinatown,24,100.0,315,14
30335,2,2,44,97,Chinatown,24,100.0,315,14
30336,3,2,44,97,Chinatown,24,74.19,315,14
30337,4,2,44,97,Chinatown,24,73.33,310,14
30338,5,2,44,97,Chinatown,24,96.77,320,14
30339,6,2,44,97,Chinatown,24,90.0,310,14
30340,7,2,44,97,Chinatown,24,96.77,310,14
30341,8,2,44,97,Chinatown,24,90.32,310,14
30342,9,2,44,97,Chinatown,24,56.67,310,14
30343,10,2,44,97,Chinatown,24,93.55,320,14
30344,11,2,44,97,Chinatown,24,23.33,315,14
30345,12,2,44,97,Chinatown,24,58.06,320,14
30346,1,2,38,91,Clinton Hill,72,0.0,203,16
30347,2,2,38,91,Clinton Hill,72,82.76,210,16
30348,3,2,38,91,Clinton Hill,72,100.0,210,16
30349,4,2,38,91,Clinton Hill,72,6.67,240,16
30350,5,2,38,91,Clinton Hill,72,12.9,240,16
30351,6,2,38,91,Clinton Hill,72,3.33,240,16
30352,7,2,38,91,Clinton Hill,72,6.45,210,16
30353,8,2,38,91,Clinton Hill,72,9.68,210,16
30354,9,2,38,91,Clinton Hill,72,0.0,210,16
30355,10,2,38,91,Clinton Hill,72,100.0,210,16
30356,11,2,38,91,Clinton Hill,72,100.0,210,16
30357,12,2,38,91,Clinton Hill,72,100.0,210,16
30358,1,2,11,82,Clinton Hill,72,3.33,125,16
30359,2,2,11,82,Clinton Hill,72,3.45,125,16
30360,3,2,11,82,Clinton Hill,72,0.0,125,16
30361,4,2,11,82,Clinton Hill,72,30.0,125,16
30362,5,2,11,82,Clinton Hill,72,16.13,125,16
30363,6,2,11,82,Clinton Hill,72,0.0,125,16
30364,7,2,11,82,Clinton Hill,72,83.87,125,16
30365,8,2,11,82,Clinton Hill,72,38.71,125,16
30366,9,2,11,82,Clinton Hill,72,43.33,125,16
30367,10,2,11,82,Clinton Hill,72,93.55,125,16
30368,11,2,11,82,Clinton Hill,72,86.67,125,16
30369,12,2,11,82,Clinton Hill,72,74.19,125,16
30370,1,2,88,93,Clinton Hill,72,100.0,145,16
30371,2,2,88,93,Clinton Hill,72,31.03,92,16
30372,3,2,88,93,Clinton Hill,72,41.94,94,16
30373,4,2,88,93,Clinton Hill,72,90.0,150,16
30374,5,2,88,93,Clinton Hill,72,90.32,145,16
30375,6,2,88,93,Clinton Hill,72,83.33,145,16
30376,7,2,88,93,Clinton Hill,72,54.84,150,16
30377,8,2,88,93,Clinton Hill,72,48.39,145,16
30378,9,2,88,93,Clinton Hill,72,23.33,145,16
30379,10,2,88,93,Clinton Hill,72,83.87,149,16
30380,11,2,88,93,Clinton Hill,72,0.0,151,16
30381,12,2,88,93,Clinton Hill,72,0.0,151,16
30382,1,2,41,93,Clinton Hill,72,10.0,145,16
30383,2,2,41,93,Clinton Hill,72,6.9,175,16
30384,3,2,41,93,Clinton Hill,72,0.0,175,16
30385,4,2,41,93,Clinton Hill,72,33.33,165,16
30386,5,2,41,93,Clinton Hill,72,77.42,175,16
30387,6,2,41,93,Clinton Hill,72,16.67,165,16
30388,7,2,41,93,Clinton Hill,72,9.68,250,16
30389,8,2,41,93,Clinton Hill,72,0.0,250,16
30390,9,2,41,93,Clinton Hill,72,0.0,208,16
30391,10,2,41,93,Clinton Hill,72,90.32,175,16
30392,11,2,41,93,Clinton Hill,72,43.33,175,16
30393,12,2,41,93,Clinton Hill,72,19.35,175,16
30394,1,2,24,98,Clinton Hill,72,23.33,173,16
30395,2,2,24,98,Clinton Hill,72,44.83,133,16
30396,3,2,24,98,Clinton Hill,72,70.97,197,16
30397,4,2,24,98,Clinton Hill,72,96.67,173,16
30398,5,2,24,98,Clinton Hill,72,100.0,173,16
30399,6,2,24,98,Clinton Hill,72,83.33,173,16
30400,7,2,24,98,Clinton Hill,72,87.1,173,16
30401,8,2,24,98,Clinton Hill,72,93.55,173,16
30402,9,2,24,98,Clinton Hill,72,100.0,173,16
30403,10,2,24,98,Clinton Hill,72,90.32,197,16
30404,11,2,24,98,Clinton Hill,72,40.0,161,16
30405,12,2,24,98,Clinton Hill,72,25.81,193,16
30406,1,2,29,94,Clinton Hill,72,3.33,173,16
30407,2,2,29,94,Clinton Hill,72,79.31,197,16
30408,3,2,29,94,Clinton Hill,72,77.42,197,16
30409,4,2,29,94,Clinton Hill,72,93.33,197,16
30410,5,2,29,94,Clinton Hill,72,83.87,197,16
30411,6,2,29,94,Clinton Hill,72,93.33,196,16
30412,7,2,29,94,Clinton Hill,72,96.77,196,16
30413,8,2,29,94,Clinton Hill,72,87.1,196,16
30414,9,2,29,94,Clinton Hill,72,90.0,196,16
30415,10,2,29,94,Clinton Hill,72,93.55,196,16
30416,11,2,29,94,Clinton Hill,72,66.67,196,16
30417,12,2,29,94,Clinton Hill,72,35.48,179,16
30418,1,2,33,96,Murray Hill,48,12.9,379,52
30419,2,2,33,96,Murray Hill,48,6.9,200,52
30420,3,2,33,96,Murray Hill,48,0.0,320,52
30421,4,2,33,96,Murray Hill,48,60.0,350,52
30422,5,2,33,96,Murray Hill,48,74.19,500,52
30423,6,2,33,96,Murray Hill,48,100.0,379,52
30424,7,2,33,96,Murray Hill,48,100.0,379,52
30425,8,2,33,96,Murray Hill,48,74.19,500,52
30426,9,2,33,96,Murray Hill,48,30.0,400,52
30427,10,2,33,96,Murray Hill,48,93.55,400,52
30428,11,2,33,96,Murray Hill,48,26.67,380,52
30429,12,2,33,96,Murray Hill,48,26.67,400,52
30430,1,2,60,92,Murray Hill,48,46.67,185,52
30431,2,2,60,92,Murray Hill,48,72.41,449,52
30432,3,2,60,92,Murray Hill,48,45.16,228,52
30433,4,2,60,92,Murray Hill,48,83.33,449,52
30434,5,2,60,92,Murray Hill,48,87.1,449,52
30435,6,2,60,92,Murray Hill,48,90.0,449,52
30436,7,2,60,92,Murray Hill,48,80.65,429,52
30437,8,2,60,92,Murray Hill,48,77.42,429,52
30438,9,2,60,92,Murray Hill,48,90.0,429,52
30439,10,2,60,92,Murray Hill,48,87.1,439,52
30440,11,2,60,92,Murray Hill,48,50.0,148,52
30441,12,2,60,92,Murray Hill,48,51.61,439,52
30442,1,2,39,87,Murray Hill,48,100.0,85,52
30443,2,2,39,87,Murray Hill,48,75.86,85,52
30444,3,2,39,87,Murray Hill,48,100.0,85,52
30445,4,2,39,87,Murray Hill,48,100.0,122,52
30446,5,2,39,87,Murray Hill,48,64.52,106,52
30447,6,2,39,87,Murray Hill,48,96.67,105,52
30448,7,2,39,87,Murray Hill,48,100.0,114,52
30449,8,2,39,87,Murray Hill,48,38.71,211,52
30450,9,2,39,87,Murray Hill,48,10.0,238,52
30451,10,2,39,87,Murray Hill,48,74.19,320,52
30452,11,2,39,87,Murray Hill,48,26.67,320,52
30453,12,2,39,87,Murray Hill,48,0.0,360,52
30454,1,2,23,87,Murray Hill,48,54.84,329,52
30455,2,2,23,87,Murray Hill,48,34.48,262,52
30456,3,2,23,87,Murray Hill,48,29.03,337,52
30457,4,2,23,87,Murray Hill,48,43.33,349,52
30458,8,2,23,87,Murray Hill,48,41.94,311,52
30459,9,2,23,87,Murray Hill,48,30.0,370,52
30460,10,2,23,87,Murray Hill,48,100.0,333,52
30461,11,2,23,87,Murray Hill,48,100.0,333,52
30462,12,2,23,87,Murray Hill,48,100.0,333,52
30463,1,2,79,88,Prospect Heights,120,0.0,160,57
30464,3,2,79,88,Prospect Heights,120,22.58,160,57
30465,4,2,79,88,Prospect Heights,120,83.33,267,57
30466,5,2,79,88,Prospect Heights,120,77.42,212,57
30467,6,2,79,88,Prospect Heights,120,80.0,208,57
30468,7,2,79,88,Prospect Heights,120,64.52,236,57
30469,8,2,79,88,Prospect Heights,120,12.9,213,57
30470,9,2,79,88,Prospect Heights,120,23.33,228,57
30471,10,2,79,88,Prospect Heights,120,80.65,190,57
30472,11,2,79,88,Prospect Heights,120,0.0,183,57
30473,12,2,79,88,Prospect Heights,120,0.0,204,57
30474,1,2,37,87,Prospect Heights,120,0.0,150,57
30475,2,2,37,87,Prospect Heights,120,3.45,150,57
30476,3,2,37,87,Prospect Heights,120,0.0,150,57
30477,4,2,37,87,Prospect Heights,120,100.0,200,57
30478,5,2,37,87,Prospect Heights,120,93.55,200,57
30479,6,2,37,87,Prospect Heights,120,63.33,200,57
30480,7,2,37,87,Prospect Heights,120,51.61,200,57
30481,8,2,37,87,Prospect Heights,120,0.0,200,57
30482,9,2,37,87,Prospect Heights,120,0.0,200,57
30483,10,2,37,87,Prospect Heights,120,51.61,200,57
30484,11,2,37,87,Prospect Heights,120,23.33,200,57
30485,12,2,37,87,Prospect Heights,120,0.0,200,57
30486,1,2,22,95,Prospect Heights,120,70.0,198,57
30487,2,2,22,95,Prospect Heights,120,48.28,198,57
30488,3,2,22,95,Prospect Heights,120,100.0,198,57
30489,4,2,22,95,Prospect Heights,120,100.0,236,57
30490,5,2,22,95,Prospect Heights,120,100.0,198,57
30491,6,2,22,95,Prospect Heights,120,96.67,198,57
30492,7,2,22,95,Prospect Heights,120,100.0,275,57
30493,8,2,22,95,Prospect Heights,120,54.84,275,57
30494,9,2,22,95,Prospect Heights,120,96.67,275,57
30495,10,2,22,95,Prospect Heights,120,96.77,198,57
30496,11,2,22,95,Prospect Heights,120,0.0,219,57
30497,12,2,22,95,Prospect Heights,120,0.0,223,57
30498,1,2,7,97,Prospect Heights,120,83.33,150,57
30499,2,2,7,97,Prospect Heights,120,68.97,150,57
30500,3,2,7,97,Prospect Heights,120,61.29,150,57
30501,4,2,7,97,Prospect Heights,120,93.33,155,57
30502,5,2,7,97,Prospect Heights,120,87.1,150,57
30503,6,2,7,97,Prospect Heights,120,100.0,150,57
30504,7,2,7,97,Prospect Heights,120,100.0,170,57
30505,8,2,7,97,Prospect Heights,120,100.0,170,57
30506,9,2,7,97,Prospect Heights,120,10.0,170,57
30507,10,2,7,97,Prospect Heights,120,83.87,180,57
30508,11,2,7,97,Prospect Heights,120,100.0,152,57
30509,12,2,7,97,Prospect Heights,120,41.94,180,57
30510,1,2,44,95,Prospect Heights,120,3.23,250,57
30511,2,2,44,95,Prospect Heights,120,3.45,182,57
30512,3,2,44,95,Prospect Heights,120,0.0,250,57
30513,4,2,44,95,Prospect Heights,120,66.67,250,57
30514,5,2,44,95,Prospect Heights,120,74.19,250,57
30515,6,2,44,95,Prospect Heights,120,43.33,250,57
30516,7,2,44,95,Prospect Heights,120,35.48,250,57
30517,8,2,44,95,Prospect Heights,120,29.03,250,57
30518,9,2,44,95,Prospect Heights,120,36.67,250,57
30519,10,2,44,95,Prospect Heights,120,96.77,250,57
30520,11,2,44,95,Prospect Heights,120,23.33,250,57
30521,12,2,44,95,Prospect Heights,120,-3.33,250,57
30522,1,2,22,93,Prospect Heights,120,20.0,102,57
30523,5,2,22,93,Prospect Heights,120,74.19,102,57
30524,6,2,22,93,Prospect Heights,120,26.67,108,57
30525,7,2,22,93,Prospect Heights,120,45.16,108,57
30526,8,2,22,93,Prospect Heights,120,96.77,108,57
30527,9,2,22,93,Prospect Heights,120,3.33,102,57
30528,1,2,51,93,Prospect Heights,120,6.45,185,57
30529,2,2,51,93,Prospect Heights,120,93.1,200,57
30530,3,2,51,93,Prospect Heights,120,83.87,200,57
30531,4,2,51,93,Prospect Heights,120,73.33,195,57
30532,5,2,51,93,Prospect Heights,120,96.77,195,57
30533,6,2,51,93,Prospect Heights,120,100.0,195,57
30534,7,2,51,93,Prospect Heights,120,93.55,195,57
30535,8,2,51,93,Prospect Heights,120,80.65,195,57
30536,9,2,51,93,Prospect Heights,120,83.33,195,57
30537,10,2,51,93,Prospect Heights,120,90.32,180,57
30538,11,2,51,93,Prospect Heights,120,83.33,180,57
30539,12,2,51,93,Prospect Heights,120,53.33,180,57
30540,2,2,11,96,Prospect Heights,120,55.17,225,57
30541,3,2,11,96,Prospect Heights,120,0.0,175,57
30542,6,2,11,96,Prospect Heights,120,56.67,190,57
30543,7,2,11,96,Prospect Heights,120,96.77,200,57
30544,9,2,11,96,Prospect Heights,120,46.67,200,57
30545,1,2,7,94,Prospect Heights,120,35.48,150,57
30546,2,2,7,94,Prospect Heights,120,0.0,138,57
30547,3,2,7,94,Prospect Heights,120,0.0,200,57
30548,4,2,7,94,Prospect Heights,120,100.0,200,57
30549,5,2,7,94,Prospect Heights,120,80.65,200,57
30550,6,2,7,94,Prospect Heights,120,76.67,200,57
30551,7,2,7,94,Prospect Heights,120,93.55,200,57
30552,8,2,7,94,Prospect Heights,120,100.0,200,57
30553,9,2,7,94,Prospect Heights,120,83.33,200,57
30554,10,2,7,94,Prospect Heights,120,100.0,144,57
30555,11,2,7,94,Prospect Heights,120,16.67,137,57
30556,12,2,7,94,Prospect Heights,120,-3.33,152,57
30557,1,2,6,97,Prospect Heights,120,100.0,132,57
30558,4,2,6,97,Prospect Heights,120,100.0,132,57
30559,5,2,6,97,Prospect Heights,120,100.0,132,57
30560,6,2,6,97,Prospect Heights,120,76.67,132,57
30561,7,2,6,97,Prospect Heights,120,70.97,195,57
30562,8,2,6,97,Prospect Heights,120,9.68,195,57
30563,9,2,6,97,Prospect Heights,120,83.33,195,57
30564,10,2,6,97,Prospect Heights,120,100.0,190,57
30565,11,2,6,97,Prospect Heights,120,100.0,190,57
30566,12,2,6,97,Prospect Heights,120,96.77,190,57
30567,1,2,136,82,Upper East Side,60,45.16,129,66
30568,2,2,136,82,Upper East Side,60,82.76,229,66
30569,3,2,136,82,Upper East Side,60,22.58,229,66
30570,4,2,136,82,Upper East Side,60,90.0,239,66
30571,5,2,136,82,Upper East Side,60,93.55,239,66
30572,6,2,136,82,Upper East Side,60,83.33,239,66
30573,7,2,136,82,Upper East Side,60,83.87,249,66
30574,8,2,136,82,Upper East Side,60,64.52,249,66
30575,9,2,136,82,Upper East Side,60,66.67,249,66
30576,10,2,136,82,Upper East Side,60,93.55,229,66
30577,11,2,136,82,Upper East Side,60,60.0,229,66
30578,12,2,136,82,Upper East Side,60,50.0,229,66
30579,1,2,62,98,Upper East Side,60,0.0,400,66
30580,2,2,62,98,Upper East Side,60,3.45,409,66
30581,3,2,62,98,Upper East Side,60,12.9,550,66
30582,4,2,62,98,Upper East Side,60,33.33,550,66
30583,6,2,62,98,Upper East Side,60,70.0,550,66
30584,7,2,62,98,Upper East Side,60,74.19,550,66
30585,8,2,62,98,Upper East Side,60,100.0,404,66
30586,9,2,62,98,Upper East Side,60,100.0,404,66
30587,10,2,62,98,Upper East Side,60,100.0,404,66
30588,11,2,62,98,Upper East Side,60,100.0,404,66
30589,12,2,62,98,Upper East Side,60,100.0,404,66
30590,1,2,85,86,Upper East Side,60,3.33,205,66
30591,2,2,85,86,Upper East Side,60,34.48,155,66
30592,3,2,85,86,Upper East Side,60,45.16,295,66
30593,4,2,85,86,Upper East Side,60,93.33,324,66
30594,5,2,85,86,Upper East Side,60,77.42,315,66
30595,6,2,85,86,Upper East Side,60,76.67,315,66
30596,7,2,85,86,Upper East Side,60,74.19,335,66
30597,8,2,85,86,Upper East Side,60,70.97,335,66
