,neighborhood,month,bedrooms,area,sub_area,max_price,min_price,median_price,mean_price
1554,Harlem,11,0,Manhattan,Upper Manhattan,250,62,120,126
1555,Harlem,11,1,Manhattan,Upper Manhattan,260,53,145,144
1556,Harlem,11,2,Manhattan,Upper Manhattan,495,100,240,233
1557,Harlem,11,3,Manhattan,Upper Manhattan,511,218,290,332
1558,Harlem,11,4,Manhattan,Upper Manhattan,499,225,362,362
1559,Harlem,12,0,Manhattan,Upper Manhattan,300,65,124,134
1560,Harlem,12,1,Manhattan,Upper Manhattan,260,58,150,148
1561,Harlem,12,2,Manhattan,Upper Manhattan,495,102,250,247
1562,Harlem,12,3,Manhattan,Upper Manhattan,511,218,327,353
1563,Harlem,12,4,Manhattan,Upper Manhattan,750,315,532,532
1564,Hell's Kitchen,1,0,Manhattan,Midtown,275,95,194,193
1565,Hell's Kitchen,1,1,Manhattan,Midtown,350,69,165,169
1566,Hell's Kitchen,1,2,Manhattan,Midtown,599,95,292,293
1567,Hell's Kitchen,1,3,Manhattan,Midtown,860,160,279,333
1568,Hell's Kitchen,1,4,Manhattan,Midtown,1167,449,494,651
1569,Hell's Kitchen,2,0,Manhattan,Midtown,300,61,195,190
1570,Hell's Kitchen,2,1,Manhattan,Midtown,350,62,166,171
1571,Hell's Kitchen,2,2,Manhattan,Midtown,539,95,250,283
1572,Hell's Kitchen,2,3,Manhattan,Midtown,720,169,349,409
1573,Hell's Kitchen,2,4,Manhattan,Midtown,540,259,539,446
1574,Hell's Kitchen,3,0,Manhattan,Midtown,300,119,195,201
1575,Hell's Kitchen,3,1,Manhattan,Midtown,350,62,185,191
1576,Hell's Kitchen,3,2,Manhattan,Midtown,539,130,328,327
1577,Hell's Kitchen,3,3,Manhattan,Midtown,720,223,482,485
1578,Hell's Kitchen,3,4,Manhattan,Midtown,540,359,450,450
1579,Hell's Kitchen,4,0,Manhattan,Midtown,325,135,198,211
1580,Hell's Kitchen,4,1,Manhattan,Midtown,350,62,190,192
1581,Hell's Kitchen,4,2,Manhattan,Midtown,599,120,350,347
1582,Hell's Kitchen,4,3,Manhattan,Midtown,860,159,450,462
1583,Hell's Kitchen,4,4,Manhattan,Midtown,1199,350,549,699
1584,Hell's Kitchen,5,0,Manhattan,Midtown,350,90,204,216
1585,Hell's Kitchen,5,1,Manhattan,Midtown,349,62,199,199
1586,Hell's Kitchen,5,2,Manhattan,Midtown,599,128,350,359
1587,Hell's Kitchen,5,3,Manhattan,Midtown,695,299,450,464
1588,Hell's Kitchen,5,4,Manhattan,Midtown,1199,540,549,763
1589,Hell's Kitchen,6,0,Manhattan,Midtown,350,170,215,225
1590,Hell's Kitchen,6,1,Manhattan,Midtown,350,70,199,194
1591,Hell's Kitchen,6,2,Manhattan,Midtown,599,175,334,355
1592,Hell's Kitchen,6,3,Manhattan,Midtown,800,299,500,486
1593,Hell's Kitchen,6,4,Manhattan,Midtown,1199,540,599,779
1594,Hell's Kitchen,7,0,Manhattan,Midtown,350,140,195,209
1595,Hell's Kitchen,7,1,Manhattan,Midtown,325,62,185,186
1596,Hell's Kitchen,7,2,Manhattan,Midtown,599,120,344,350
1597,Hell's Kitchen,7,3,Manhattan,Midtown,650,299,475,460
1598,Hell's Kitchen,7,4,Manhattan,Midtown,1199,425,549,724
1599,Hell's Kitchen,8,0,Manhattan,Midtown,350,141,193,204
1600,Hell's Kitchen,8,1,Manhattan,Midtown,300,62,196,191
1601,Hell's Kitchen,8,2,Manhattan,Midtown,599,120,325,337
1602,Hell's Kitchen,8,3,Manhattan,Midtown,550,299,410,414
1603,Hell's Kitchen,8,4,Manhattan,Midtown,599,540,549,563
1604,Hell's Kitchen,9,0,Manhattan,Midtown,350,175,195,230
1605,Hell's Kitchen,9,1,Manhattan,Midtown,325,70,198,197
1606,Hell's Kitchen,9,2,Manhattan,Midtown,599,125,334,335
1607,Hell's Kitchen,9,3,Manhattan,Midtown,650,299,450,466
1608,Hell's Kitchen,9,4,Manhattan,Midtown,1049,549,625,741
1609,Hell's Kitchen,10,0,Manhattan,Midtown,300,110,212,218
1610,Hell's Kitchen,10,1,Manhattan,Midtown,350,70,199,200
1611,Hell's Kitchen,10,2,Manhattan,Midtown,599,125,322,332
1612,Hell's Kitchen,10,3,Manhattan,Midtown,650,299,500,485
1613,Hell's Kitchen,10,4,Manhattan,Midtown,1439,499,540,826
1614,Hell's Kitchen,11,0,Manhattan,Midtown,300,133,212,217
1615,Hell's Kitchen,11,1,Manhattan,Midtown,349,70,199,195
1616,Hell's Kitchen,11,2,Manhattan,Midtown,599,92,310,319
1617,Hell's Kitchen,11,3,Manhattan,Midtown,600,285,450,448
1618,Hell's Kitchen,11,4,Manhattan,Midtown,1439,399,490,704
1619,Hell's Kitchen,12,0,Manhattan,Midtown,300,175,212,221
1620,Hell's Kitchen,12,1,Manhattan,Midtown,350,62,200,201
1621,Hell's Kitchen,12,2,Manhattan,Midtown,599,125,340,337
1622,Hell's Kitchen,12,3,Manhattan,Midtown,650,285,475,450
1623,Hell's Kitchen,12,4,Manhattan,Midtown,1439,499,540,826
1624,Hudson Square,1,1,Manhattan,Lower Manhattan,350,108,162,195
1625,Hudson Square,1,2,Manhattan,Lower Manhattan,350,199,274,274
1626,Hudson Square,2,1,Manhattan,Lower Manhattan,350,75,99,171
1627,Hudson Square,2,2,Manhattan,Lower Manhattan,350,199,274,274
1628,Hudson Square,3,1,Manhattan,Lower Manhattan,239,75,155,156
1629,Hudson Square,3,2,Manhattan,Lower Manhattan,350,299,324,324
1630,Hudson Square,4,1,Manhattan,Lower Manhattan,350,75,114,177
1631,Hudson Square,4,2,Manhattan,Lower Manhattan,499,350,424,424
1632,Hudson Square,5,1,Manhattan,Lower Manhattan,350,108,237,218
1633,Hudson Square,5,2,Manhattan,Lower Manhattan,499,350,424,424
1634,Hudson Square,6,1,Manhattan,Lower Manhattan,350,150,270,258
1635,Hudson Square,6,2,Manhattan,Lower Manhattan,499,350,424,424
1636,Hudson Square,7,1,Manhattan,Lower Manhattan,300,75,209,203
1637,Hudson Square,7,2,Manhattan,Lower Manhattan,499,350,424,424
1638,Hudson Square,8,1,Manhattan,Lower Manhattan,350,75,215,221
1639,Hudson Square,8,2,Manhattan,Lower Manhattan,499,350,424,424
1640,Hudson Square,9,1,Manhattan,Lower Manhattan,350,75,208,212
1641,Hudson Square,9,2,Manhattan,Lower Manhattan,499,350,424,424
1642,Hudson Square,10,1,Manhattan,Lower Manhattan,350,154,250,253
1643,Hudson Square,10,2,Manhattan,Lower Manhattan,499,350,424,424
1644,Hudson Square,11,1,Manhattan,Lower Manhattan,350,154,235,248
1645,Hudson Square,11,2,Manhattan,Lower Manhattan,499,350,424,424
1646,Hudson Square,12,1,Manhattan,Lower Manhattan,350,154,240,251
1647,Hudson Square,12,2,Manhattan,Lower Manhattan,499,350,424,424
1648,Inwood,1,1,Manhattan,Upper Manhattan,160,70,125,118
1649,Inwood,1,2,Manhattan,Upper Manhattan,100,100,100,100
1650,Inwood,1,3,Manhattan,Upper Manhattan,236,236,236,236
1651,Inwood,2,1,Manhattan,Upper Manhattan,130,90,100,105
1652,Inwood,2,3,Manhattan,Upper Manhattan,365,365,365,365
1653,Inwood,3,1,Manhattan,Upper Manhattan,130,90,100,104
1654,Inwood,3,3,Manhattan,Upper Manhattan,185,185,185,185
1655,Inwood,4,1,Manhattan,Upper Manhattan,160,90,110,122
1656,Inwood,4,3,Manhattan,Upper Manhattan,405,405,405,405
1657,Inwood,5,1,Manhattan,Upper Manhattan,150,90,110,115
1658,Inwood,5,2,Manhattan,Upper Manhattan,150,150,150,150
1659,Inwood,5,3,Manhattan,Upper Manhattan,385,385,385,385
1660,Inwood,6,1,Manhattan,Upper Manhattan,160,90,126,127
1661,Inwood,6,2,Manhattan,Upper Manhattan,150,150,150,150
1662,Inwood,6,3,Manhattan,Upper Manhattan,385,385,385,385
1663,Inwood,7,1,Manhattan,Upper Manhattan,150,95,130,126
1664,Inwood,7,3,Manhattan,Upper Manhattan,405,405,405,405
1665,Inwood,8,1,Manhattan,Upper Manhattan,150,97,130,127
1666,Inwood,8,3,Manhattan,Upper Manhattan,405,405,405,405
1667,Inwood,9,1,Manhattan,Upper Manhattan,150,95,130,126
1668,Inwood,9,2,Manhattan,Upper Manhattan,150,150,150,150
1669,Inwood,9,3,Manhattan,Upper Manhattan,385,385,385,385
1670,Inwood,10,1,Manhattan,Upper Manhattan,135,90,104,108
1671,Inwood,10,3,Manhattan,Upper Manhattan,385,385,385,385
1672,Inwood,11,1,Manhattan,Upper Manhattan,135,90,103,108
1673,Inwood,11,3,Manhattan,Upper Manhattan,385,385,385,385
1674,Inwood,12,1,Manhattan,Upper Manhattan,160,85,101,114
1675,Inwood,12,3,Manhattan,Upper Manhattan,385,385,385,385
1676,Kensington,1,0,Brooklyn,Brooklyn,70,70,70,70
1677,Kensington,1,1,Brooklyn,Brooklyn,129,79,125,114
1678,Kensington,2,0,Brooklyn,Brooklyn,60,60,60,60
1679,Kensington,2,1,Brooklyn,Brooklyn,129,80,125,115
1680,Kensington,3,0,Brooklyn,Brooklyn,65,65,65,65
1681,Kensington,3,1,Brooklyn,Brooklyn,129,86,125,116
1682,Kensington,4,0,Brooklyn,Brooklyn,65,65,65,65
1683,Kensington,4,1,Brooklyn,Brooklyn,129,62,114,105
1684,Kensington,5,0,Brooklyn,Brooklyn,65,65,65,65
1685,Kensington,5,1,Brooklyn,Brooklyn,129,103,125,120
1686,Kensington,6,0,Brooklyn,Brooklyn,75,75,75,75
1687,Kensington,6,1,Brooklyn,Brooklyn,129,103,125,120
1688,Kensington,7,0,Brooklyn,Brooklyn,75,75,75,75
1689,Kensington,7,1,Brooklyn,Brooklyn,125,83,112,108
1690,Kensington,8,0,Brooklyn,Brooklyn,75,75,75,75
1691,Kensington,8,1,Brooklyn,Brooklyn,125,83,112,108
1692,Kensington,9,0,Brooklyn,Brooklyn,70,70,70,70
1693,Kensington,9,1,Brooklyn,Brooklyn,125,91,112,110
1694,Kensington,10,0,Brooklyn,Brooklyn,55,55,55,55
1695,Kensington,10,1,Brooklyn,Brooklyn,129,83,125,116
1696,Kensington,11,0,Brooklyn,Brooklyn,56,56,56,56
1697,Kensington,11,1,Brooklyn,Brooklyn,129,86,125,116
1698,Kensington,12,0,Brooklyn,Brooklyn,55,55,55,55
1699,Kensington,12,1,Brooklyn,Brooklyn,129,83,125,116
1700,Kips Bay,1,0,Manhattan,Midtown,279,170,200,208
1701,Kips Bay,1,1,Manhattan,Midtown,280,66,182,180
1702,Kips Bay,1,2,Manhattan,Midtown,438,153,338,321
1703,Kips Bay,1,3,Manhattan,Midtown,299,299,299,299
1704,Kips Bay,1,4,Manhattan,Midtown,475,475,475,475
1705,Kips Bay,2,0,Manhattan,Midtown,279,125,180,194
1706,Kips Bay,2,1,Manhattan,Midtown,300,58,179,170
1707,Kips Bay,2,2,Manhattan,Midtown,465,250,350,345
1708,Kips Bay,2,3,Manhattan,Midtown,249,249,249,249
1709,Kips Bay,2,4,Manhattan,Midtown,475,475,475,475
1710,Kips Bay,3,0,Manhattan,Midtown,279,140,190,198
1711,Kips Bay,3,1,Manhattan,Midtown,300,60,197,192
1712,Kips Bay,3,2,Manhattan,Midtown,360,260,312,316
1713,Kips Bay,3,3,Manhattan,Midtown,249,249,249,249
1714,Kips Bay,3,4,Manhattan,Midtown,475,475,475,475
1715,Kips Bay,4,0,Manhattan,Midtown,279,93,180,191
1716,Kips Bay,4,1,Manhattan,Midtown,300,79,200,204
1717,Kips Bay,4,2,Manhattan,Midtown,419,180,288,296
1718,Kips Bay,4,3,Manhattan,Midtown,395,395,395,395
1719,Kips Bay,4,4,Manhattan,Midtown,525,525,525,525
1720,Kips Bay,5,0,Manhattan,Midtown,279,170,190,203
1721,Kips Bay,5,1,Manhattan,Midtown,349,61,200,200
1722,Kips Bay,5,2,Manhattan,Midtown,400,250,325,327
1723,Kips Bay,5,3,Manhattan,Midtown,395,395,395,395
1724,Kips Bay,5,4,Manhattan,Midtown,475,475,475,475
1725,Kips Bay,6,0,Manhattan,Midtown,200,170,185,186
1726,Kips Bay,6,1,Manhattan,Midtown,300,60,200,201
1727,Kips Bay,6,2,Manhattan,Midtown,425,250,312,325
1728,Kips Bay,6,3,Manhattan,Midtown,395,395,395,395
1729,Kips Bay,6,4,Manhattan,Midtown,475,475,475,475
1730,Kips Bay,7,0,Manhattan,Midtown,300,159,190,195
1731,Kips Bay,7,1,Manhattan,Midtown,300,84,190,195
1732,Kips Bay,7,2,Manhattan,Midtown,425,250,338,338
1733,Kips Bay,7,3,Manhattan,Midtown,395,395,395,395
1734,Kips Bay,7,4,Manhattan,Midtown,525,525,525,525
1735,Kips Bay,8,0,Manhattan,Midtown,300,159,190,198
1736,Kips Bay,8,1,Manhattan,Midtown,300,60,198,195
1737,Kips Bay,8,2,Manhattan,Midtown,400,250,320,328
1738,Kips Bay,8,3,Manhattan,Midtown,395,395,395,395
1739,Kips Bay,8,4,Manhattan,Midtown,525,525,525,525
1740,Kips Bay,9,0,Manhattan,Midtown,235,95,177,177
1741,Kips Bay,9,1,Manhattan,Midtown,295,65,198,189
1742,Kips Bay,9,2,Manhattan,Midtown,420,250,338,337
1743,Kips Bay,9,3,Manhattan,Midtown,395,395,395,395
1744,Kips Bay,9,4,Manhattan,Midtown,525,525,525,525
1745,Kips Bay,10,0,Manhattan,Midtown,220,159,190,188
1746,Kips Bay,10,1,Manhattan,Midtown,295,60,200,193
1747,Kips Bay,10,2,Manhattan,Midtown,410,130,312,302
1748,Kips Bay,10,3,Manhattan,Midtown,395,395,395,395
1749,Kips Bay,10,4,Manhattan,Midtown,475,475,475,475
1750,Kips Bay,11,0,Manhattan,Midtown,220,159,190,188
1751,Kips Bay,11,1,Manhattan,Midtown,295,60,190,183
1752,Kips Bay,11,2,Manhattan,Midtown,410,130,312,302
1753,Kips Bay,11,3,Manhattan,Midtown,395,395,395,395
1754,Kips Bay,11,4,Manhattan,Midtown,475,475,475,475
1755,Kips Bay,12,0,Manhattan,Midtown,220,159,190,187
1756,Kips Bay,12,1,Manhattan,Midtown,295,65,198,188
1757,Kips Bay,12,2,Manhattan,Midtown,410,130,312,302
1758,Kips Bay,12,3,Manhattan,Midtown,395,395,395,395
1759,Kips Bay,12,4,Manhattan,Midtown,475,475,475,475
1760,Little Italy,1,0,Manhattan,Lower Manhattan,185,160,172,172
1761,Little Italy,1,1,Manhattan,Lower Manhattan,199,160,180,180
1762,Little Italy,1,2,Manhattan,Lower Manhattan,295,200,261,254
1763,Little Italy,2,0,Manhattan,Lower Manhattan,250,160,205,205
1764,Little Italy,2,1,Manhattan,Lower Manhattan,199,170,184,184
1765,Little Italy,2,2,Manhattan,Lower Manhattan,300,250,284,279
1766,Little Italy,3,0,Manhattan,Lower Manhattan,195,160,178,178
1767,Little Italy,3,1,Manhattan,Lower Manhattan,199,170,184,184
1768,Little Italy,3,2,Manhattan,Lower Manhattan,295,200,261,254
1769,Little Italy,4,0,Manhattan,Lower Manhattan,250,160,205,205
1770,Little Italy,4,1,Manhattan,Lower Manhattan,224,170,197,197
1771,Little Italy,4,2,Manhattan,Lower Manhattan,300,272,292,289
1772,Little Italy,5,0,Manhattan,Lower Manhattan,250,180,215,215
1773,Little Italy,5,1,Manhattan,Lower Manhattan,199,170,184,184
1774,Little Italy,5,2,Manhattan,Lower Manhattan,300,272,292,289
1775,Little Italy,6,0,Manhattan,Lower Manhattan,250,180,215,215
1776,Little Italy,6,1,Manhattan,Lower Manhattan,199,170,184,184
1777,Little Italy,6,2,Manhattan,Lower Manhattan,320,272,298,297
1778,Little Italy,7,0,Manhattan,Lower Manhattan,250,180,215,215
1779,Little Italy,7,1,Manhattan,Lower Manhattan,199,170,184,184
1780,Little Italy,7,2,Manhattan,Lower Manhattan,349,295,310,316
1781,Little Italy,8,0,Manhattan,Lower Manhattan,250,180,215,215
1782,Little Italy,8,1,Manhattan,Lower Manhattan,224,170,197,197
1783,Little Italy,8,2,Manhattan,Lower Manhattan,320,272,298,297
1784,Little Italy,9,0,Manhattan,Lower Manhattan,250,160,205,205
1785,Little Italy,9,1,Manhattan,Lower Manhattan,224,170,197,197
1786,Little Italy,9,2,Manhattan,Lower Manhattan,349,295,310,316
1787,Little Italy,10,0,Manhattan,Lower Manhattan,250,180,215,215
1788,Little Italy,10,1,Manhattan,Lower Manhattan,199,170,184,184
1789,Little Italy,10,2,Manhattan,Lower Manhattan,320,280,298,299
1790,Little Italy,11,0,Manhattan,Lower Manhattan,250,180,215,215
1791,Little Italy,11,1,Manhattan,Lower Manhattan,199,170,184,184
1792,Little Italy,11,2,Manhattan,Lower Manhattan,320,272,298,297
1793,Little Italy,12,0,Manhattan,Lower Manhattan,250,180,215,215
1794,Little Italy,12,1,Manhattan,Lower Manhattan,199,170,184,184
1795,Little Italy,12,2,Manhattan,Lower Manhattan,320,280,298,299
1796,Lower East Side,1,0,Manhattan,Lower Manhattan,210,82,152,151
1797,Lower East Side,1,1,Manhattan,Lower Manhattan,265,72,160,156
1798,Lower East Side,1,2,Manhattan,Lower Manhattan,598,115,218,252
1799,Lower East Side,1,3,Manhattan,Lower Manhattan,599,225,450,411
1800,Lower East Side,1,4,Manhattan,Lower Manhattan,550,550,550,550
1801,Lower East Side,2,0,Manhattan,Lower Manhattan,239,82,155,155
1802,Lower East Side,2,1,Manhattan,Lower Manhattan,265,60,150,156
1803,Lower East Side,2,2,Manhattan,Lower Manhattan,598,89,220,240
1804,Lower East Side,2,3,Manhattan,Lower Manhattan,599,225,350,358
1805,Lower East Side,2,4,Manhattan,Lower Manhattan,725,725,725,725
1806,Lower East Side,3,0,Manhattan,Lower Manhattan,239,90,162,166
1807,Lower East Side,3,1,Manhattan,Lower Manhattan,275,64,175,172
1808,Lower East Side,3,2,Manhattan,Lower Manhattan,598,95,260,272
1809,Lower East Side,3,3,Manhattan,Lower Manhattan,549,300,425,434
1810,Lower East Side,3,4,Manhattan,Lower Manhattan,1000,1000,1000,1000
1811,Lower East Side,4,0,Manhattan,Lower Manhattan,250,99,169,179
1812,Lower East Side,4,1,Manhattan,Lower Manhattan,290,59,195,187
1813,Lower East Side,4,2,Manhattan,Lower Manhattan,598,105,285,312
1814,Lower East Side,4,3,Manhattan,Lower Manhattan,700,174,575,507
1815,Lower East Side,4,4,Manhattan,Lower Manhattan,446,446,446,446
1816,Lower East Side,5,0,Manhattan,Lower Manhattan,250,62,175,178
1817,Lower East Side,5,1,Manhattan,Lower Manhattan,280,60,189,183
1818,Lower East Side,5,2,Manhattan,Lower Manhattan,598,119,289,313
1819,Lower East Side,5,3,Manhattan,Lower Manhattan,700,375,545,545
1820,Lower East Side,5,4,Manhattan,Lower Manhattan,1000,1000,1000,1000
1821,Lower East Side,6,0,Manhattan,Lower Manhattan,246,104,176,180
1822,Lower East Side,6,1,Manhattan,Lower Manhattan,344,100,195,192
1823,Lower East Side,6,2,Manhattan,Lower Manhattan,598,115,285,317
1824,Lower East Side,6,3,Manhattan,Lower Manhattan,700,325,522,511
1825,Lower East Side,6,4,Manhattan,Lower Manhattan,850,850,850,850
1826,Lower East Side,7,0,Manhattan,Lower Manhattan,340,90,166,177
1827,Lower East Side,7,1,Manhattan,Lower Manhattan,344,59,189,181
1828,Lower East Side,7,2,Manhattan,Lower Manhattan,560,119,292,308
1829,Lower East Side,7,3,Manhattan,Lower Manhattan,621,174,386,419
1830,Lower East Side,7,4,Manhattan,Lower Manhattan,731,731,731,731
1831,Lower East Side,8,0,Manhattan,Lower Manhattan,250,109,175,176
1832,Lower East Side,8,1,Manhattan,Lower Manhattan,344,59,189,177
1833,Lower East Side,8,2,Manhattan,Lower Manhattan,500,119,285,293
1834,Lower East Side,8,3,Manhattan,Lower Manhattan,599,395,500,499
1835,Lower East Side,8,4,Manhattan,Lower Manhattan,969,969,969,969
1836,Lower East Side,9,0,Manhattan,Lower Manhattan,246,90,170,169
1837,Lower East Side,9,1,Manhattan,Lower Manhattan,344,59,189,180
1838,Lower East Side,9,2,Manhattan,Lower Manhattan,598,119,295,310
1839,Lower East Side,9,3,Manhattan,Lower Manhattan,700,400,572,558
1840,Lower East Side,9,4,Manhattan,Lower Manhattan,991,991,991,991
1841,Lower East Side,10,0,Manhattan,Lower Manhattan,246,115,164,173
1842,Lower East Side,10,1,Manhattan,Lower Manhattan,285,59,179,180
1843,Lower East Side,10,2,Manhattan,Lower Manhattan,560,119,295,310
1844,Lower East Side,10,3,Manhattan,Lower Manhattan,623,302,499,477
1845,Lower East Side,10,4,Manhattan,Lower Manhattan,1000,1000,1000,1000
1846,Lower East Side,11,0,Manhattan,Lower Manhattan,246,115,160,171
1847,Lower East Side,11,1,Manhattan,Lower Manhattan,290,62,179,175
1848,Lower East Side,11,2,Manhattan,Lower Manhattan,499,119,290,294
1849,Lower East Side,11,3,Manhattan,Lower Manhattan,599,302,425,445
1850,Lower East Side,11,4,Manhattan,Lower Manhattan,1000,1000,1000,1000
1851,Lower East Side,12,0,Manhattan,Lower Manhattan,246,90,166,169
1852,Lower East Side,12,1,Manhattan,Lower Manhattan,275,57,185,181
1853,Lower East Side,12,2,Manhattan,Lower Manhattan,473,119,299,296
1854,Lower East Side,12,3,Manhattan,Lower Manhattan,623,302,499,477
1855,Lower East Side,12,4,Manhattan,Lower Manhattan,1000,1000,1000,1000
1856,Manhattan Beach,1,1,Brooklyn,Brooklyn,111,111,111,111
1857,Manhattan Beach,2,1,Brooklyn,Brooklyn,125,125,125,125
1858,Manhattan Beach,3,1,Brooklyn,Brooklyn,111,111,111,111
1859,Manhattan Beach,4,1,Brooklyn,Brooklyn,111,111,111,111
1860,Manhattan Beach,5,1,Brooklyn,Brooklyn,125,125,125,125
1861,Manhattan Beach,6,1,Brooklyn,Brooklyn,125,125,125,125
1862,Manhattan Beach,7,1,Brooklyn,Brooklyn,125,125,125,125
1863,Manhattan Beach,8,1,Brooklyn,Brooklyn,125,125,125,125
1864,Manhattan Beach,9,1,Brooklyn,Brooklyn,125,125,125,125
1865,Manhattan Beach,10,1,Brooklyn,Brooklyn,125,125,125,125
1866,Manhattan Beach,11,1,Brooklyn,Brooklyn,125,125,125,125
1867,Manhattan Beach,12,1,Brooklyn,Brooklyn,130,130,130,130
1868,Meatpacking District,1,0,Manhattan,Lower Manhattan,199,129,148,156
1869,Meatpacking District,1,1,Manhattan,Lower Manhattan,255,90,233,203
1870,Meatpacking District,2,0,Manhattan,Lower Manhattan,195,64,164,147
1871,Meatpacking District,2,1,Manhattan,Lower Manhattan,280,123,235,211
1872,Meatpacking District,3,0,Manhattan,Lower Manhattan,219,64,185,163
1873,Meatpacking District,3,1,Manhattan,Lower Manhattan,280,149,235,216
1874,Meatpacking District,4,0,Manhattan,Lower Manhattan,219,64,188,164
1875,Meatpacking District,4,1,Manhattan,Lower Manhattan,350,149,232,244
1876,Meatpacking District,5,0,Manhattan,Lower Manhattan,219,64,188,164
1877,Meatpacking District,5,1,Manhattan,Lower Manhattan,350,149,228,242
1878,Meatpacking District,6,0,Manhattan,Lower Manhattan,219,161,188,189
1879,Meatpacking District,6,1,Manhattan,Lower Manhattan,350,149,235,252
1880,Meatpacking District,7,0,Manhattan,Lower Manhattan,219,64,182,162
1881,Meatpacking District,7,1,Manhattan,Lower Manhattan,350,150,240,240
1882,Meatpacking District,8,0,Manhattan,Lower Manhattan,219,149,182,183
1883,Meatpacking District,8,1,Manhattan,Lower Manhattan,350,150,240,240
1884,Meatpacking District,9,0,Manhattan,Lower Manhattan,219,149,180,182
1885,Meatpacking District,9,1,Manhattan,Lower Manhattan,350,156,240,241
1886,Meatpacking District,10,0,Manhattan,Lower Manhattan,243,64,180,167
1887,Meatpacking District,10,1,Manhattan,Lower Manhattan,350,150,235,243
1888,Meatpacking District,11,0,Manhattan,Lower Manhattan,243,149,180,188
1889,Meatpacking District,11,1,Manhattan,Lower Manhattan,350,150,235,243
1890,Meatpacking District,12,0,Manhattan,Lower Manhattan,234,158,180,188
1891,Meatpacking District,12,1,Manhattan,Lower Manhattan,350,150,235,246
1892,Midtown,1,0,Manhattan,Midtown,265,115,190,184
1893,Midtown,1,1,Manhattan,Midtown,349,99,190,201
1894,Midtown,1,2,Manhattan,Midtown,520,130,492,408
1895,Midtown,1,3,Manhattan,Midtown,399,250,324,324
1896,Midtown,1,4,Manhattan,Midtown,995,995,995,995
1897,Midtown,2,0,Manhattan,Midtown,250,90,199,187
1898,Midtown,2,1,Manhattan,Midtown,349,110,194,212
1899,Midtown,2,2,Manhattan,Midtown,550,200,494,435
1900,Midtown,2,3,Manhattan,Midtown,599,400,500,500
1901,Midtown,2,4,Manhattan,Midtown,1095,1095,1095,1095
1902,Midtown,3,0,Manhattan,Midtown,250,138,171,182
1903,Midtown,3,1,Manhattan,Midtown,349,110,210,220
1904,Midtown,3,2,Manhattan,Midtown,550,200,450,413
1905,Midtown,3,3,Manhattan,Midtown,699,400,550,550
1906,Midtown,3,4,Manhattan,Midtown,1295,1295,1295,1295
1907,Midtown,4,0,Manhattan,Midtown,260,190,230,221
1908,Midtown,4,1,Manhattan,Midtown,349,130,295,267
1909,Midtown,4,2,Manhattan,Midtown,499,120,465,361
1910,Midtown,4,3,Manhattan,Midtown,599,400,500,500
1911,Midtown,4,4,Manhattan,Midtown,448,448,448,448
1912,Midtown,5,0,Manhattan,Midtown,260,180,230,220
1913,Midtown,5,1,Manhattan,Midtown,349,145,245,244
1914,Midtown,5,2,Manhattan,Midtown,450,399,420,423
1915,Midtown,5,3,Manhattan,Midtown,799,400,600,600
1916,Midtown,5,4,Manhattan,Midtown,903,903,903,903
1917,Midtown,6,0,Manhattan,Midtown,260,180,200,218
1918,Midtown,6,1,Manhattan,Midtown,349,130,250,242
1919,Midtown,6,2,Manhattan,Midtown,459,399,450,436
1920,Midtown,6,3,Manhattan,Midtown,400,400,400,400
1921,Midtown,6,4,Manhattan,Midtown,1495,1495,1495,1495
1922,Midtown,7,0,Manhattan,Midtown,260,179,230,220
1923,Midtown,7,1,Manhattan,Midtown,349,130,250,242
1924,Midtown,7,2,Manhattan,Midtown,499,450,450,466
1925,Midtown,7,3,Manhattan,Midtown,400,400,400,400
1926,Midtown,7,4,Manhattan,Midtown,1495,1495,1495,1495
1927,Midtown,8,0,Manhattan,Midtown,260,175,210,211
1928,Midtown,8,1,Manhattan,Midtown,349,130,250,235
1929,Midtown,8,2,Manhattan,Midtown,499,350,370,406
1930,Midtown,8,3,Manhattan,Midtown,729,350,540,540
1931,Midtown,8,4,Manhattan,Midtown,1495,1495,1495,1495
1932,Midtown,9,0,Manhattan,Midtown,260,179,210,217
1933,Midtown,9,1,Manhattan,Midtown,300,110,250,222
1934,Midtown,9,2,Manhattan,Midtown,499,242,450,397
1935,Midtown,9,3,Manhattan,Midtown,829,400,614,614
1936,Midtown,9,4,Manhattan,Midtown,1204,1204,1204,1204
1937,Midtown,10,0,Manhattan,Midtown,250,179,230,219
1938,Midtown,10,1,Manhattan,Midtown,329,110,250,240
1939,Midtown,10,2,Manhattan,Midtown,499,450,450,466
1940,Midtown,10,3,Manhattan,Midtown,899,400,650,650
1941,Midtown,10,4,Manhattan,Midtown,1195,1195,1195,1195
1942,Midtown,11,0,Manhattan,Midtown,250,179,199,210
1943,Midtown,11,1,Manhattan,Midtown,350,110,290,260
1944,Midtown,11,2,Manhattan,Midtown,499,325,335,386
1945,Midtown,11,3,Manhattan,Midtown,899,400,650,650
1946,Midtown,11,4,Manhattan,Midtown,1195,1195,1195,1195
1947,Midtown,12,0,Manhattan,Midtown,245,179,199,207
1948,Midtown,12,1,Manhattan,Midtown,350,110,304,267
1949,Midtown,12,2,Manhattan,Midtown,499,350,450,433
1950,Midtown,12,3,Manhattan,Midtown,899,350,624,624
