,neighborhood,month,bedrooms,area,sub_area,max_price,min_price,median_price,mean_price
768,Downtown Brooklyn,6,2,Brooklyn,Brooklyn,185,185,185,185
769,Downtown Brooklyn,7,1,Brooklyn,Brooklyn,235,125,160,170
770,Downtown Brooklyn,7,2,Brooklyn,Brooklyn,185,185,185,185
771,Downtown Brooklyn,8,1,Brooklyn,Brooklyn,235,135,160,173
772,Downtown Brooklyn,8,2,Brooklyn,Brooklyn,185,185,185,185
773,Downtown Brooklyn,9,1,Brooklyn,Brooklyn,235,67,154,146
774,Downtown Brooklyn,9,2,Brooklyn,Brooklyn,118,118,118,118
775,Downtown Brooklyn,10,1,Brooklyn,Brooklyn,220,67,160,152
776,Downtown Brooklyn,10,2,Brooklyn,Brooklyn,185,185,185,185
777,Downtown Brooklyn,11,1,Brooklyn,Brooklyn,220,67,160,153
778,Downtown Brooklyn,11,2,Brooklyn,Brooklyn,185,185,185,185
779,Downtown Brooklyn,12,1,Brooklyn,Brooklyn,225,67,160,156
780,Downtown Brooklyn,12,2,Brooklyn,Brooklyn,185,185,185,185
781,Dyker Heights,1,1,Brooklyn,Brooklyn,100,100,100,100
782,Dyker Heights,2,1,Brooklyn,Brooklyn,75,75,75,75
783,Dyker Heights,3,1,Brooklyn,Brooklyn,75,75,75,75
784,Dyker Heights,4,1,Brooklyn,Brooklyn,70,70,70,70
785,Dyker Heights,5,1,Brooklyn,Brooklyn,85,85,85,85
786,Dyker Heights,6,1,Brooklyn,Brooklyn,85,85,85,85
787,Dyker Heights,7,1,Brooklyn,Brooklyn,84,84,84,84
788,Dyker Heights,8,1,Brooklyn,Brooklyn,84,84,84,84
789,Dyker Heights,9,1,Brooklyn,Brooklyn,73,73,73,73
790,Dyker Heights,10,1,Brooklyn,Brooklyn,73,73,73,73
791,Dyker Heights,11,1,Brooklyn,Brooklyn,71,71,71,71
792,Dyker Heights,12,1,Brooklyn,Brooklyn,73,73,73,73
793,East Flatbush,1,0,Brooklyn,Brooklyn,60,60,60,60
794,East Flatbush,1,1,Brooklyn,Brooklyn,103,85,94,95
795,East Flatbush,1,2,Brooklyn,Brooklyn,125,100,112,112
796,East Flatbush,1,3,Brooklyn,Brooklyn,150,150,150,150
797,East Flatbush,1,4,Brooklyn,Brooklyn,120,120,120,120
798,East Flatbush,2,0,Brooklyn,Brooklyn,57,57,57,57
799,East Flatbush,2,1,Brooklyn,Brooklyn,125,60,90,90
800,East Flatbush,2,2,Brooklyn,Brooklyn,132,100,125,119
801,East Flatbush,2,3,Brooklyn,Brooklyn,160,150,155,155
802,East Flatbush,2,4,Brooklyn,Brooklyn,120,120,120,120
803,East Flatbush,3,0,Brooklyn,Brooklyn,57,57,57,57
804,East Flatbush,3,1,Brooklyn,Brooklyn,125,60,85,89
805,East Flatbush,3,2,Brooklyn,Brooklyn,150,100,125,125
806,East Flatbush,3,3,Brooklyn,Brooklyn,160,150,155,155
807,East Flatbush,3,4,Brooklyn,Brooklyn,120,120,120,120
808,East Flatbush,4,0,Brooklyn,Brooklyn,57,57,57,57
809,East Flatbush,4,1,Brooklyn,Brooklyn,125,89,94,100
810,East Flatbush,4,2,Brooklyn,Brooklyn,125,100,115,113
811,East Flatbush,4,3,Brooklyn,Brooklyn,180,150,165,165
812,East Flatbush,4,4,Brooklyn,Brooklyn,170,170,170,170
813,East Flatbush,5,0,Brooklyn,Brooklyn,57,57,57,57
814,East Flatbush,5,1,Brooklyn,Brooklyn,250,80,92,121
815,East Flatbush,5,2,Brooklyn,Brooklyn,125,100,115,113
816,East Flatbush,5,3,Brooklyn,Brooklyn,180,150,165,165
817,East Flatbush,5,4,Brooklyn,Brooklyn,170,170,170,170
818,East Flatbush,6,0,Brooklyn,Brooklyn,57,57,57,57
819,East Flatbush,6,1,Brooklyn,Brooklyn,250,92,95,126
820,East Flatbush,6,2,Brooklyn,Brooklyn,145,100,125,123
821,East Flatbush,6,3,Brooklyn,Brooklyn,183,150,166,166
822,East Flatbush,6,4,Brooklyn,Brooklyn,170,170,170,170
823,East Flatbush,7,0,Brooklyn,Brooklyn,60,60,60,60
824,East Flatbush,7,1,Brooklyn,Brooklyn,250,94,100,128
825,East Flatbush,7,2,Brooklyn,Brooklyn,145,107,125,126
826,East Flatbush,7,3,Brooklyn,Brooklyn,183,150,166,166
827,East Flatbush,7,4,Brooklyn,Brooklyn,170,170,170,170
828,East Flatbush,8,0,Brooklyn,Brooklyn,60,60,60,60
829,East Flatbush,8,1,Brooklyn,Brooklyn,250,90,94,126
830,East Flatbush,8,2,Brooklyn,Brooklyn,145,107,125,126
831,East Flatbush,8,3,Brooklyn,Brooklyn,183,150,166,166
832,East Flatbush,8,4,Brooklyn,Brooklyn,170,170,170,170
833,East Flatbush,9,0,Brooklyn,Brooklyn,60,60,60,60
834,East Flatbush,9,1,Brooklyn,Brooklyn,125,90,94,100
835,East Flatbush,9,2,Brooklyn,Brooklyn,125,107,115,116
836,East Flatbush,9,3,Brooklyn,Brooklyn,183,150,166,166
837,East Flatbush,9,4,Brooklyn,Brooklyn,170,170,170,170
838,East Flatbush,10,0,Brooklyn,Brooklyn,253,253,253,253
839,East Flatbush,10,1,Brooklyn,Brooklyn,200,84,94,114
840,East Flatbush,10,2,Brooklyn,Brooklyn,125,107,115,116
841,East Flatbush,10,3,Brooklyn,Brooklyn,190,150,170,170
842,East Flatbush,10,4,Brooklyn,Brooklyn,170,170,170,170
843,East Flatbush,11,0,Brooklyn,Brooklyn,269,269,269,269
844,East Flatbush,11,1,Brooklyn,Brooklyn,200,84,94,112
845,East Flatbush,11,2,Brooklyn,Brooklyn,125,107,115,116
846,East Flatbush,11,3,Brooklyn,Brooklyn,174,150,162,162
847,East Flatbush,11,4,Brooklyn,Brooklyn,170,170,170,170
848,East Flatbush,12,0,Brooklyn,Brooklyn,274,274,274,274
849,East Flatbush,12,1,Brooklyn,Brooklyn,200,84,95,114
850,East Flatbush,12,2,Brooklyn,Brooklyn,125,107,115,116
851,East Flatbush,12,3,Brooklyn,Brooklyn,190,150,170,170
852,East Flatbush,12,4,Brooklyn,Brooklyn,170,170,170,170
853,East Harlem,1,0,Manhattan,Upper Manhattan,135,72,100,99
854,East Harlem,1,1,Manhattan,Upper Manhattan,250,54,120,125
855,East Harlem,1,2,Manhattan,Upper Manhattan,415,90,190,182
856,East Harlem,1,3,Manhattan,Upper Manhattan,345,104,215,233
857,East Harlem,1,4,Manhattan,Upper Manhattan,404,225,312,313
858,East Harlem,2,0,Manhattan,Upper Manhattan,180,59,110,114
859,East Harlem,2,1,Manhattan,Upper Manhattan,205,63,125,125
860,East Harlem,2,2,Manhattan,Upper Manhattan,415,85,195,189
861,East Harlem,2,3,Manhattan,Upper Manhattan,345,150,295,250
862,East Harlem,2,4,Manhattan,Upper Manhattan,469,225,402,374
863,East Harlem,3,0,Manhattan,Upper Manhattan,140,94,114,115
864,East Harlem,3,1,Manhattan,Upper Manhattan,205,63,126,130
865,East Harlem,3,2,Manhattan,Upper Manhattan,415,90,150,187
866,East Harlem,3,3,Manhattan,Upper Manhattan,345,156,295,261
867,East Harlem,3,4,Manhattan,Upper Manhattan,499,275,460,423
868,East Harlem,4,0,Manhattan,Upper Manhattan,190,99,124,127
869,East Harlem,4,1,Manhattan,Upper Manhattan,249,63,135,138
870,East Harlem,4,2,Manhattan,Upper Manhattan,450,89,192,207
871,East Harlem,4,3,Manhattan,Upper Manhattan,345,150,299,276
872,East Harlem,4,4,Manhattan,Upper Manhattan,550,275,458,435
873,East Harlem,5,0,Manhattan,Upper Manhattan,190,95,122,126
874,East Harlem,5,1,Manhattan,Upper Manhattan,249,62,136,136
875,East Harlem,5,2,Manhattan,Upper Manhattan,450,110,200,220
876,East Harlem,5,3,Manhattan,Upper Manhattan,345,162,299,276
877,East Harlem,5,4,Manhattan,Upper Manhattan,550,275,475,444
878,East Harlem,6,0,Manhattan,Upper Manhattan,190,100,120,128
879,East Harlem,6,1,Manhattan,Upper Manhattan,250,65,140,145
880,East Harlem,6,2,Manhattan,Upper Manhattan,415,125,195,202
881,East Harlem,6,3,Manhattan,Upper Manhattan,345,189,295,277
882,East Harlem,6,4,Manhattan,Upper Manhattan,550,275,475,444
883,East Harlem,7,0,Manhattan,Upper Manhattan,190,78,115,121
884,East Harlem,7,1,Manhattan,Upper Manhattan,249,52,135,140
885,East Harlem,7,2,Manhattan,Upper Manhattan,415,116,184,197
886,East Harlem,7,3,Manhattan,Upper Manhattan,345,189,295,281
887,East Harlem,7,4,Manhattan,Upper Manhattan,595,275,475,455
888,East Harlem,8,0,Manhattan,Upper Manhattan,145,105,117,121
889,East Harlem,8,1,Manhattan,Upper Manhattan,249,52,134,138
890,East Harlem,8,2,Manhattan,Upper Manhattan,415,135,198,212
891,East Harlem,8,3,Manhattan,Upper Manhattan,345,189,295,281
892,East Harlem,8,4,Manhattan,Upper Manhattan,530,275,425,414
893,East Harlem,9,0,Manhattan,Upper Manhattan,190,105,117,128
894,East Harlem,9,1,Manhattan,Upper Manhattan,249,52,134,135
895,East Harlem,9,2,Manhattan,Upper Manhattan,415,135,195,204
896,East Harlem,9,3,Manhattan,Upper Manhattan,345,148,250,264
897,East Harlem,9,4,Manhattan,Upper Manhattan,530,275,475,439
898,East Harlem,10,0,Manhattan,Upper Manhattan,165,95,116,123
899,East Harlem,10,1,Manhattan,Upper Manhattan,249,52,132,139
900,East Harlem,10,2,Manhattan,Upper Manhattan,415,135,195,218
901,East Harlem,10,3,Manhattan,Upper Manhattan,345,150,295,264
902,East Harlem,10,4,Manhattan,Upper Manhattan,550,300,488,456
903,East Harlem,11,0,Manhattan,Upper Manhattan,150,81,110,116
904,East Harlem,11,1,Manhattan,Upper Manhattan,195,52,127,133
905,East Harlem,11,2,Manhattan,Upper Manhattan,415,135,195,210
906,East Harlem,11,3,Manhattan,Upper Manhattan,345,150,280,262
907,East Harlem,11,4,Manhattan,Upper Manhattan,550,300,460,442
908,East Harlem,12,0,Manhattan,Upper Manhattan,165,95,117,123
909,East Harlem,12,1,Manhattan,Upper Manhattan,254,52,134,141
910,East Harlem,12,2,Manhattan,Upper Manhattan,415,135,195,222
911,East Harlem,12,3,Manhattan,Upper Manhattan,345,150,295,260
912,East Harlem,12,4,Manhattan,Upper Manhattan,550,300,488,456
913,East New York,1,0,Brooklyn,Brooklyn,85,85,85,85
914,East New York,1,1,Brooklyn,Brooklyn,110,67,95,91
915,East New York,1,2,Brooklyn,Brooklyn,162,162,162,162
916,East New York,1,3,Brooklyn,Brooklyn,160,100,150,137
917,East New York,1,4,Brooklyn,Brooklyn,245,245,245,245
918,East New York,2,0,Brooklyn,Brooklyn,65,65,65,65
919,East New York,2,1,Brooklyn,Brooklyn,130,67,95,97
920,East New York,2,2,Brooklyn,Brooklyn,159,159,159,159
921,East New York,2,3,Brooklyn,Brooklyn,160,110,150,140
922,East New York,2,4,Brooklyn,Brooklyn,246,246,246,246
923,East New York,3,0,Brooklyn,Brooklyn,89,89,89,89
924,East New York,3,1,Brooklyn,Brooklyn,130,67,95,97
925,East New York,3,2,Brooklyn,Brooklyn,156,156,156,156
926,East New York,3,3,Brooklyn,Brooklyn,169,100,150,141
927,East New York,3,4,Brooklyn,Brooklyn,275,275,275,275
928,East New York,4,0,Brooklyn,Brooklyn,75,75,75,75
929,East New York,4,1,Brooklyn,Brooklyn,130,69,96,98
930,East New York,4,2,Brooklyn,Brooklyn,175,175,175,175
931,East New York,4,3,Brooklyn,Brooklyn,169,110,140,140
932,East New York,4,4,Brooklyn,Brooklyn,275,275,275,275
933,East New York,5,0,Brooklyn,Brooklyn,92,92,92,92
934,East New York,5,1,Brooklyn,Brooklyn,130,75,95,100
935,East New York,5,2,Brooklyn,Brooklyn,150,150,150,150
936,East New York,5,3,Brooklyn,Brooklyn,169,110,140,140
937,East New York,5,4,Brooklyn,Brooklyn,275,275,275,275
938,East New York,6,0,Brooklyn,Brooklyn,89,89,89,89
939,East New York,6,1,Brooklyn,Brooklyn,130,73,95,99
940,East New York,6,2,Brooklyn,Brooklyn,151,151,151,151
941,East New York,6,3,Brooklyn,Brooklyn,169,110,140,142
942,East New York,6,4,Brooklyn,Brooklyn,275,275,275,275
943,East New York,7,0,Brooklyn,Brooklyn,91,91,91,91
944,East New York,7,1,Brooklyn,Brooklyn,130,78,101,103
945,East New York,7,2,Brooklyn,Brooklyn,169,169,169,169
946,East New York,7,3,Brooklyn,Brooklyn,169,100,140,134
947,East New York,7,4,Brooklyn,Brooklyn,275,275,275,275
948,East New York,8,0,Brooklyn,Brooklyn,89,89,89,89
949,East New York,8,1,Brooklyn,Brooklyn,130,78,101,103
950,East New York,8,2,Brooklyn,Brooklyn,169,169,169,169
951,East New York,8,3,Brooklyn,Brooklyn,169,100,127,129
952,East New York,8,4,Brooklyn,Brooklyn,275,275,275,275
953,East New York,9,0,Brooklyn,Brooklyn,90,90,90,90
954,East New York,9,1,Brooklyn,Brooklyn,130,78,101,103
955,East New York,9,2,Brooklyn,Brooklyn,159,159,159,159
956,East New York,9,3,Brooklyn,Brooklyn,169,110,130,133
957,East New York,9,4,Brooklyn,Brooklyn,275,275,275,275
958,East New York,10,0,Brooklyn,Brooklyn,90,90,90,90
959,East New York,10,1,Brooklyn,Brooklyn,130,78,98,102
960,East New York,10,2,Brooklyn,Brooklyn,150,86,118,118
961,East New York,10,3,Brooklyn,Brooklyn,169,110,138,137
962,East New York,10,4,Brooklyn,Brooklyn,275,275,275,275
963,East New York,11,0,Brooklyn,Brooklyn,89,89,89,89
964,East New York,11,1,Brooklyn,Brooklyn,130,78,95,101
965,East New York,11,2,Brooklyn,Brooklyn,150,86,118,118
966,East New York,11,3,Brooklyn,Brooklyn,169,90,138,129
967,East New York,11,4,Brooklyn,Brooklyn,275,275,275,275
968,East New York,12,0,Brooklyn,Brooklyn,89,89,89,89
969,East New York,12,1,Brooklyn,Brooklyn,130,78,95,101
970,East New York,12,2,Brooklyn,Brooklyn,150,86,118,118
971,East New York,12,3,Brooklyn,Brooklyn,169,92,138,134
972,East New York,12,4,Brooklyn,Brooklyn,275,275,275,275
973,East Village,1,0,Manhattan,Lower Manhattan,250,87,148,150
974,East Village,1,1,Manhattan,Lower Manhattan,350,60,190,187
975,East Village,1,2,Manhattan,Lower Manhattan,495,90,236,252
976,East Village,1,3,Manhattan,Lower Manhattan,550,550,550,550
977,East Village,1,4,Manhattan,Lower Manhattan,499,499,499,499
978,East Village,2,0,Manhattan,Lower Manhattan,250,85,160,157
979,East Village,2,1,Manhattan,Lower Manhattan,350,58,175,177
980,East Village,2,2,Manhattan,Lower Manhattan,495,99,214,245
981,East Village,2,3,Manhattan,Lower Manhattan,750,750,750,750
982,East Village,2,4,Manhattan,Lower Manhattan,349,349,349,349
983,East Village,3,0,Manhattan,Lower Manhattan,250,119,156,162
984,East Village,3,1,Manhattan,Lower Manhattan,350,100,190,195
985,East Village,3,2,Manhattan,Lower Manhattan,575,85,250,278
986,East Village,3,3,Manhattan,Lower Manhattan,750,750,750,750
987,East Village,3,4,Manhattan,Lower Manhattan,465,465,465,465
988,East Village,4,0,Manhattan,Lower Manhattan,290,119,179,183
989,East Village,4,1,Manhattan,Lower Manhattan,350,87,199,203
990,East Village,4,2,Manhattan,Lower Manhattan,500,104,299,310
991,East Village,4,4,Manhattan,Lower Manhattan,799,799,799,799
992,East Village,5,0,Manhattan,Lower Manhattan,250,119,175,180
993,East Village,5,1,Manhattan,Lower Manhattan,350,74,200,210
994,East Village,5,2,Manhattan,Lower Manhattan,549,150,300,324
995,East Village,5,3,Manhattan,Lower Manhattan,499,499,499,499
996,East Village,5,4,Manhattan,Lower Manhattan,499,499,499,499
997,East Village,6,0,Manhattan,Lower Manhattan,250,130,178,182
998,East Village,6,1,Manhattan,Lower Manhattan,325,65,199,201
999,East Village,6,2,Manhattan,Lower Manhattan,549,104,299,319
1000,East Village,6,3,Manhattan,Lower Manhattan,839,839,839,839
1001,East Village,6,4,Manhattan,Lower Manhattan,699,699,699,699
1002,East Village,7,0,Manhattan,Lower Manhattan,250,129,175,179
1003,East Village,7,1,Manhattan,Lower Manhattan,300,71,199,197
1004,East Village,7,2,Manhattan,Lower Manhattan,575,104,299,309
1005,East Village,7,4,Manhattan,Lower Manhattan,799,799,799,799
1006,East Village,8,0,Manhattan,Lower Manhattan,250,119,167,169
1007,East Village,8,1,Manhattan,Lower Manhattan,320,65,199,202
1008,East Village,8,2,Manhattan,Lower Manhattan,500,106,299,304
1009,East Village,8,4,Manhattan,Lower Manhattan,799,799,799,799
1010,East Village,9,0,Manhattan,Lower Manhattan,225,85,172,171
1011,East Village,9,1,Manhattan,Lower Manhattan,345,65,199,199
1012,East Village,9,2,Manhattan,Lower Manhattan,580,106,299,316
1013,East Village,9,4,Manhattan,Lower Manhattan,799,799,799,799
1014,East Village,10,0,Manhattan,Lower Manhattan,250,119,165,170
1015,East Village,10,1,Manhattan,Lower Manhattan,350,65,197,200
1016,East Village,10,2,Manhattan,Lower Manhattan,549,104,299,316
1017,East Village,10,4,Manhattan,Lower Manhattan,799,799,799,799
1018,East Village,11,0,Manhattan,Lower Manhattan,250,87,165,165
1019,East Village,11,1,Manhattan,Lower Manhattan,350,65,197,198
1020,East Village,11,2,Manhattan,Lower Manhattan,569,140,275,305
1021,East Village,11,3,Manhattan,Lower Manhattan,248,248,248,248
1022,East Village,11,4,Manhattan,Lower Manhattan,799,799,799,799
1023,East Village,12,0,Manhattan,Lower Manhattan,256,125,165,172
1024,East Village,12,1,Manhattan,Lower Manhattan,345,65,199,202
1025,East Village,12,2,Manhattan,Lower Manhattan,588,125,290,318
1026,East Village,12,3,Manhattan,Lower Manhattan,598,598,598,598
1027,East Village,12,4,Manhattan,Lower Manhattan,799,799,799,799
1028,East Williamsburg,1,1,Brooklyn,Brooklyn,185,52,118,118
1029,East Williamsburg,1,2,Brooklyn,Brooklyn,215,180,198,198
1030,East Williamsburg,2,1,Brooklyn,Brooklyn,150,77,114,114
1031,East Williamsburg,2,2,Brooklyn,Brooklyn,250,180,215,215
1032,East Williamsburg,3,1,Brooklyn,Brooklyn,195,140,168,168
1033,East Williamsburg,3,2,Brooklyn,Brooklyn,235,220,228,228
1034,East Williamsburg,4,1,Brooklyn,Brooklyn,195,150,172,172
1035,East Williamsburg,4,2,Brooklyn,Brooklyn,300,235,268,268
1036,East Williamsburg,5,1,Brooklyn,Brooklyn,175,150,162,162
1037,East Williamsburg,5,2,Brooklyn,Brooklyn,275,235,255,255
1038,East Williamsburg,6,1,Brooklyn,Brooklyn,175,150,162,162
1039,East Williamsburg,6,2,Brooklyn,Brooklyn,235,215,225,225
1040,East Williamsburg,7,1,Brooklyn,Brooklyn,185,150,168,168
1041,East Williamsburg,7,2,Brooklyn,Brooklyn,260,235,248,248
1042,East Williamsburg,8,1,Brooklyn,Brooklyn,185,150,168,168
1043,East Williamsburg,8,2,Brooklyn,Brooklyn,235,215,225,225
1044,East Williamsburg,9,1,Brooklyn,Brooklyn,175,150,162,162
1045,East Williamsburg,9,2,Brooklyn,Brooklyn,260,235,248,248
1046,East Williamsburg,10,1,Brooklyn,Brooklyn,160,150,155,155
1047,East Williamsburg,10,2,Brooklyn,Brooklyn,235,217,226,226
1048,East Williamsburg,11,1,Brooklyn,Brooklyn,140,68,104,104
1049,East Williamsburg,11,2,Brooklyn,Brooklyn,235,215,225,225
1050,East Williamsburg,12,1,Brooklyn,Brooklyn,160,150,155,155
1051,East Williamsburg,12,2,Brooklyn,Brooklyn,235,215,225,225
1052,Financial District,1,0,Manhattan,Lower Manhattan,220,123,156,160
1053,Financial District,1,1,Manhattan,Lower Manhattan,350,69,245,237
1054,Financial District,1,2,Manhattan,Lower Manhattan,425,256,302,321
1055,Financial District,1,3,Manhattan,Lower Manhattan,285,285,285,285
1056,Financial District,1,4,Manhattan,Lower Manhattan,700,450,575,575
1057,Financial District,2,0,Manhattan,Lower Manhattan,250,125,199,193
1058,Financial District,2,1,Manhattan,Lower Manhattan,350,55,200,218
1059,Financial District,2,2,Manhattan,Lower Manhattan,500,204,387,370
1060,Financial District,2,3,Manhattan,Lower Manhattan,265,265,265,265
1061,Financial District,2,4,Manhattan,Lower Manhattan,650,650,650,650
1062,Financial District,3,0,Manhattan,Lower Manhattan,300,161,220,215
1063,Financial District,3,1,Manhattan,Lower Manhattan,300,69,194,198
1064,Financial District,3,2,Manhattan,Lower Manhattan,500,379,422,431
1065,Financial District,3,3,Manhattan,Lower Manhattan,345,345,345,345
1066,Financial District,3,4,Manhattan,Lower Manhattan,650,440,545,545
1067,Financial District,4,0,Manhattan,Lower Manhattan,275,85,170,169
1068,Financial District,4,1,Manhattan,Lower Manhattan,350,65,232,231
1069,Financial District,4,2,Manhattan,Lower Manhattan,599,279,462,451
1070,Financial District,4,3,Manhattan,Lower Manhattan,425,425,425,425
1071,Financial District,4,4,Manhattan,Lower Manhattan,650,650,650,650
1072,Financial District,5,0,Manhattan,Lower Manhattan,300,199,249,247
1073,Financial District,5,1,Manhattan,Lower Manhattan,350,65,245,240
1074,Financial District,5,2,Manhattan,Lower Manhattan,500,379,418,428
1075,Financial District,5,3,Manhattan,Lower Manhattan,445,445,445,445
1076,Financial District,5,4,Manhattan,Lower Manhattan,650,650,650,650
1077,Financial District,6,0,Manhattan,Lower Manhattan,259,174,230,224
1078,Financial District,6,1,Manhattan,Lower Manhattan,350,65,250,240
1079,Financial District,6,2,Manhattan,Lower Manhattan,599,279,462,451
1080,Financial District,6,3,Manhattan,Lower Manhattan,415,415,415,415
1081,Financial District,6,4,Manhattan,Lower Manhattan,650,650,650,650
1082,Financial District,7,0,Manhattan,Lower Manhattan,275,99,208,211
1083,Financial District,7,1,Manhattan,Lower Manhattan,350,150,250,262
1084,Financial District,7,2,Manhattan,Lower Manhattan,500,410,428,441
1085,Financial District,7,3,Manhattan,Lower Manhattan,455,455,455,455
1086,Financial District,7,4,Manhattan,Lower Manhattan,600,600,600,600
1087,Financial District,8,0,Manhattan,Lower Manhattan,300,199,225,235
1088,Financial District,8,1,Manhattan,Lower Manhattan,350,65,245,235
1089,Financial District,8,2,Manhattan,Lower Manhattan,425,395,410,410
1090,Financial District,8,3,Manhattan,Lower Manhattan,455,455,455,455
1091,Financial District,8,4,Manhattan,Lower Manhattan,600,600,600,600
1092,Financial District,9,0,Manhattan,Lower Manhattan,275,161,213,220
1093,Financial District,9,1,Manhattan,Lower Manhattan,350,65,223,222
1094,Financial District,9,2,Manhattan,Lower Manhattan,500,369,428,431
1095,Financial District,9,3,Manhattan,Lower Manhattan,455,455,455,455
1096,Financial District,9,4,Manhattan,Lower Manhattan,600,600,600,600
1097,Financial District,10,0,Manhattan,Lower Manhattan,279,183,254,239
1098,Financial District,10,1,Manhattan,Lower Manhattan,350,85,250,235
1099,Financial District,10,2,Manhattan,Lower Manhattan,495,324,395,397
1100,Financial District,10,3,Manhattan,Lower Manhattan,395,395,395,395
1101,Financial District,10,4,Manhattan,Lower Manhattan,650,600,625,625
1102,Financial District,11,0,Manhattan,Lower Manhattan,279,181,254,239
1103,Financial District,11,1,Manhattan,Lower Manhattan,350,79,210,218
1104,Financial District,11,2,Manhattan,Lower Manhattan,495,319,350,375
1105,Financial District,11,3,Manhattan,Lower Manhattan,375,375,375,375
1106,Financial District,11,4,Manhattan,Lower Manhattan,650,600,625,625
1107,Financial District,12,0,Manhattan,Lower Manhattan,279,183,254,239
1108,Financial District,12,1,Manhattan,Lower Manhattan,350,88,224,223
1109,Financial District,12,2,Manhattan,Lower Manhattan,495,324,379,389
1110,Financial District,12,3,Manhattan,Lower Manhattan,395,395,395,395
1111,Financial District,12,4,Manhattan,Lower Manhattan,600,500,550,550
1112,Flatbush,1,0,Brooklyn,Brooklyn,130,99,116,116
1113,Flatbush,1,1,Brooklyn,Brooklyn,140,60,98,97
1114,Flatbush,1,2,Brooklyn,Brooklyn,225,85,117,133
1115,Flatbush,1,3,Brooklyn,Brooklyn,225,85,150,153
1116,Flatbush,2,0,Brooklyn,Brooklyn,129,95,98,105
1117,Flatbush,2,1,Brooklyn,Brooklyn,140,55,100,95
1118,Flatbush,2,2,Brooklyn,Brooklyn,225,95,120,134
1119,Flatbush,2,3,Brooklyn,Brooklyn,199,89,150,146
1120,Flatbush,3,0,Brooklyn,Brooklyn,129,99,103,108
1121,Flatbush,3,1,Brooklyn,Brooklyn,140,55,100,97
1122,Flatbush,3,2,Brooklyn,Brooklyn,225,95,149,147
1123,Flatbush,3,3,Brooklyn,Brooklyn,199,140,150,163
1124,Flatbush,4,0,Brooklyn,Brooklyn,109,90,104,102
1125,Flatbush,4,1,Brooklyn,Brooklyn,159,65,100,103
1126,Flatbush,4,2,Brooklyn,Brooklyn,170,85,145,136
1127,Flatbush,4,3,Brooklyn,Brooklyn,212,140,150,167
1128,Flatbush,5,0,Brooklyn,Brooklyn,129,90,98,104
1129,Flatbush,5,1,Brooklyn,Brooklyn,159,65,100,101
1130,Flatbush,5,2,Brooklyn,Brooklyn,225,85,141,144
1131,Flatbush,5,3,Brooklyn,Brooklyn,199,125,150,158
1132,Flatbush,6,0,Brooklyn,Brooklyn,129,97,98,106
1133,Flatbush,6,1,Brooklyn,Brooklyn,150,65,100,104
1134,Flatbush,6,2,Brooklyn,Brooklyn,225,119,152,156
1135,Flatbush,6,3,Brooklyn,Brooklyn,199,150,160,170
1136,Flatbush,7,0,Brooklyn,Brooklyn,129,70,103,101
1137,Flatbush,7,1,Brooklyn,Brooklyn,185,65,106,110
1138,Flatbush,7,2,Brooklyn,Brooklyn,237,119,152,163
1139,Flatbush,7,3,Brooklyn,Brooklyn,225,150,160,178
1140,Flatbush,8,0,Brooklyn,Brooklyn,108,89,98,98
1141,Flatbush,8,1,Brooklyn,Brooklyn,160,65,106,107
1142,Flatbush,8,2,Brooklyn,Brooklyn,225,126,152,161
1143,Flatbush,8,3,Brooklyn,Brooklyn,225,150,160,178
1144,Flatbush,9,0,Brooklyn,Brooklyn,129,97,98,106
1145,Flatbush,9,1,Brooklyn,Brooklyn,185,65,104,107
1146,Flatbush,9,2,Brooklyn,Brooklyn,225,121,152,159
1147,Flatbush,9,3,Brooklyn,Brooklyn,199,150,160,170
1148,Flatbush,10,0,Brooklyn,Brooklyn,150,97,117,120
1149,Flatbush,10,1,Brooklyn,Brooklyn,250,65,107,108
1150,Flatbush,10,2,Brooklyn,Brooklyn,225,91,149,147
1151,Flatbush,10,3,Brooklyn,Brooklyn,200,150,199,183
1152,Flatbush,11,0,Brooklyn,Brooklyn,150,103,117,122
1153,Flatbush,11,1,Brooklyn,Brooklyn,250,65,107,108
1154,Flatbush,11,2,Brooklyn,Brooklyn,225,91,139,144
1155,Flatbush,11,3,Brooklyn,Brooklyn,200,150,199,183
1156,Flatbush,12,0,Brooklyn,Brooklyn,150,95,113,118
1157,Flatbush,12,1,Brooklyn,Brooklyn,250,65,109,107
1158,Flatbush,12,2,Brooklyn,Brooklyn,225,91,149,147
1159,Flatbush,12,3,Brooklyn,Brooklyn,200,150,199,183
1160,Flatiron District,1,0,Manhattan,Lower Manhattan,285,125,165,196
1161,Flatiron District,1,1,Manhattan,Lower Manhattan,340,115,260,245
1162,Flatiron District,1,2,Manhattan,Lower Manhattan,250,200,228,227
1163,Flatiron District,1,3,Manhattan,Lower Manhattan,900,537,800,759
1164,Flatiron District,2,0,Manhattan,Lower Manhattan,325,90,165,178
1165,Flatiron District,2,1,Manhattan,Lower Manhattan,340,101,237,237
1166,Flatiron District,2,2,Manhattan,Lower Manhattan,350,230,262,276
1167,Flatiron District,2,3,Manhattan,Lower Manhattan,850,317,550,572
1168,Flatiron District,3,0,Manhattan,Lower Manhattan,325,163,200,209
1169,Flatiron District,3,1,Manhattan,Lower Manhattan,325,150,260,250
